date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:22:56	39598/39598	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9aae%22	http://www.urbanui.com/libertyui/index.html	www.urbanui.com/libertyui/index.html	(from )
00:22:56	69/69	---MCZ	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	date:Thu,%2007%20Nov%202019%2017:22:55%20GMT	http://www.urbanui.com/robots.txt		(from )
00:22:57	90082/90082	---MCZ	200	added ('OK')	text/css	etag:W/%225af55626-15fe2%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css	www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css	(from http://www.urbanui.com/libertyui/index.html)
00:22:57	2444/2444	---MCZ	200	added ('OK')	text/css	etag:W/%225af55626-98c%22	http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.base.css	www.urbanui.com/libertyui/vendors/css/vendor.bundle.base.css	(from http://www.urbanui.com/libertyui/index.html)
00:23:04	1460/1460	---M--	200	added ('OK')	image/png	etag:%225af55626-5b4%22	http://www.urbanui.com/libertyui/images/favicon.png	www.urbanui.com/libertyui/images/favicon.png	(from http://www.urbanui.com/libertyui/index.html)
00:23:06	322566/322566	---MCZ	200	added ('OK')	text/css	etag:W/%225af55626-4ec06%22	http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css	www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css	(from http://www.urbanui.com/libertyui/index.html)
00:23:06	5510/5510	---M--	200	added ('OK')	image/svg+xml	etag:%225af55626-1586%22	http://www.urbanui.com/libertyui/images/logo-inverse.svg	www.urbanui.com/libertyui/images/logo-inverse.svg	(from http://www.urbanui.com/libertyui/index.html)
00:23:08	917634/917634	---MCZ	200	added ('OK')	text/css	etag:W/%225bf38b45-e0082%22	http://www.urbanui.com/libertyui/css/style.css	www.urbanui.com/libertyui/css/style.css	(from http://www.urbanui.com/libertyui/index.html)
00:23:08	10932/10932	---M--	200	added ('OK')	image/jpeg	etag:%225af55626-2ab4%22	http://www.urbanui.com/libertyui/images/faces/face1.jpg	www.urbanui.com/libertyui/images/faces/face1.jpg	(from http://www.urbanui.com/libertyui/index.html)
00:23:09	47861/47861	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-baf5%22	http://www.urbanui.com/libertyui/pages/ui-features/accordions.html	www.urbanui.com/libertyui/pages/ui-features/accordions.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:10	45468/45468	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-b19c%22	http://www.urbanui.com/libertyui/pages/ui-features/buttons.html	www.urbanui.com/libertyui/pages/ui-features/buttons.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:11	32753/32753	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-7ff1%22	http://www.urbanui.com/libertyui/pages/ui-features/badges.html	www.urbanui.com/libertyui/pages/ui-features/badges.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:13	32930/32930	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-80a2%22	http://www.urbanui.com/libertyui/pages/ui-features/breadcrumbs.html	www.urbanui.com/libertyui/pages/ui-features/breadcrumbs.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:14	32737/32737	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-7fe1%22	http://www.urbanui.com/libertyui/pages/ui-features/modals.html	www.urbanui.com/libertyui/pages/ui-features/modals.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:15	35336/35336	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-8a08%22	http://www.urbanui.com/libertyui/pages/ui-features/progress.html	www.urbanui.com/libertyui/pages/ui-features/progress.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:16	30835/30835	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-7873%22	http://www.urbanui.com/libertyui/pages/ui-features/pagination.html	www.urbanui.com/libertyui/pages/ui-features/pagination.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:17	42649/42649	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-a699%22	http://www.urbanui.com/libertyui/pages/ui-features/tabs.html	www.urbanui.com/libertyui/pages/ui-features/tabs.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:18	40823/40823	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9f77%22	http://www.urbanui.com/libertyui/pages/ui-features/typography.html	www.urbanui.com/libertyui/pages/ui-features/typography.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:19	29306/29306	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-727a%22	http://www.urbanui.com/libertyui/pages/ui-features/tooltips.html	www.urbanui.com/libertyui/pages/ui-features/tooltips.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:20	40541/40541	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9e5d%22	http://www.urbanui.com/libertyui/pages/ui-features/dragula.html	www.urbanui.com/libertyui/pages/ui-features/dragula.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:21	29126/29126	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-71c6%22	http://www.urbanui.com/libertyui/pages/ui-features/carousel.html	www.urbanui.com/libertyui/pages/ui-features/carousel.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:22	25055/25055	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-61df%22	http://www.urbanui.com/libertyui/pages/ui-features/clipboard.html	www.urbanui.com/libertyui/pages/ui-features/clipboard.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:23	25233/25233	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6291%22	http://www.urbanui.com/libertyui/pages/ui-features/context-menu.html	www.urbanui.com/libertyui/pages/ui-features/context-menu.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:24	24510/24510	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5fbe%22	http://www.urbanui.com/libertyui/pages/ui-features/loaders.html	www.urbanui.com/libertyui/pages/ui-features/loaders.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:25	31610/31610	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-7b7a%22	http://www.urbanui.com/libertyui/pages/ui-features/slider.html	www.urbanui.com/libertyui/pages/ui-features/slider.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:26	34818/34818	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-8802%22	http://www.urbanui.com/libertyui/pages/ui-features/tour.html	www.urbanui.com/libertyui/pages/ui-features/tour.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:27	25017/25017	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-61b9%22	http://www.urbanui.com/libertyui/pages/ui-features/popups.html	www.urbanui.com/libertyui/pages/ui-features/popups.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:28	29204/29204	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-7214%22	http://www.urbanui.com/libertyui/pages/ui-features/notifications.html	www.urbanui.com/libertyui/pages/ui-features/notifications.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:30	48106/48106	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-bbea%22	http://www.urbanui.com/libertyui/pages/tables/basic-table.html	www.urbanui.com/libertyui/pages/tables/basic-table.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:30	27851/27851	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6ccb%22	http://www.urbanui.com/libertyui/pages/tables/data-table.html	www.urbanui.com/libertyui/pages/tables/data-table.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:31	23015/23015	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-59e7%22	http://www.urbanui.com/libertyui/pages/tables/js-grid.html	www.urbanui.com/libertyui/pages/tables/js-grid.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:32	27223/27223	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6a57%22	http://www.urbanui.com/libertyui/pages/tables/sortable-table.html	www.urbanui.com/libertyui/pages/tables/sortable-table.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:33	47749/47749	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-ba85%22	http://www.urbanui.com/libertyui/pages/icons/flag-icons.html	www.urbanui.com/libertyui/pages/icons/flag-icons.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:34	127682/127682	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-1f2c2%22	http://www.urbanui.com/libertyui/pages/icons/font-awesome.html	www.urbanui.com/libertyui/pages/icons/font-awesome.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:35	54906/54906	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-d67a%22	http://www.urbanui.com/libertyui/pages/icons/simple-line-icon.html	www.urbanui.com/libertyui/pages/icons/simple-line-icon.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:36	55934/55934	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-da7e%22	http://www.urbanui.com/libertyui/pages/icons/themify.html	www.urbanui.com/libertyui/pages/icons/themify.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:37	3957/3957	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-f75%22	http://www.urbanui.com/libertyui/pages/samples/login.html	www.urbanui.com/libertyui/pages/samples/login.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:38	3661/3661	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-e4d%22	http://www.urbanui.com/libertyui/pages/samples/login-2.html	www.urbanui.com/libertyui/pages/samples/login-2.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:39	3710/3710	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-e7e%22	http://www.urbanui.com/libertyui/pages/samples/register.html	www.urbanui.com/libertyui/pages/samples/register.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:40	4046/4046	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-fce%22	http://www.urbanui.com/libertyui/pages/samples/register-2.html	www.urbanui.com/libertyui/pages/samples/register-2.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:42	2357/2357	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-935%22	http://www.urbanui.com/libertyui/pages/samples/lock-screen.html	www.urbanui.com/libertyui/pages/samples/lock-screen.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:42	11625/11625	---MCZ	200	added ('OK')	text/html	etag:W/%225b869955-2d69%22	http://www.urbanui.com/libertyui/pages/samples/landing.html	www.urbanui.com/libertyui/pages/samples/landing.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:43	2352/2352	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-930%22	http://www.urbanui.com/libertyui/pages/samples/error-400.html	www.urbanui.com/libertyui/pages/samples/error-400.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:44	2359/2359	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-937%22	http://www.urbanui.com/libertyui/pages/samples/error-404.html	www.urbanui.com/libertyui/pages/samples/error-404.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:45	2334/2334	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-91e%22	http://www.urbanui.com/libertyui/pages/samples/error-500.html	www.urbanui.com/libertyui/pages/samples/error-500.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:46	2386/2386	---MCZ	200	added ('OK')	text/html	etag:W/%225af55626-952%22	http://www.urbanui.com/libertyui/pages/samples/error-505.html	www.urbanui.com/libertyui/pages/samples/error-505.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:47	25800/25800	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-64c8%22	http://www.urbanui.com/libertyui/pages/samples/invoice.html	www.urbanui.com/libertyui/pages/samples/invoice.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:48	25323/25323	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-62eb%22	http://www.urbanui.com/libertyui/pages/samples/pricing-table.html	www.urbanui.com/libertyui/pages/samples/pricing-table.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:49	40545/40545	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9e61%22	http://www.urbanui.com/libertyui/pages/samples/orders.html	www.urbanui.com/libertyui/pages/samples/orders.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:50	40126/40126	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9cbe%22	http://www.urbanui.com/libertyui/pages/layouts/rtl.html	www.urbanui.com/libertyui/pages/layouts/rtl.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:52	181201/181201	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-2c3d1%22	http://www.urbanui.com/libertyui/pages/documentation.html	www.urbanui.com/libertyui/pages/documentation.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:53	40606/40606	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9e9e%22	http://www.urbanui.com/libertyui/pages/forms/advanced_elements.html	www.urbanui.com/libertyui/pages/forms/advanced_elements.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:54	26728/26728	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6868%22	http://www.urbanui.com/libertyui/pages/forms/validation.html	www.urbanui.com/libertyui/pages/forms/validation.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:55	27250/27250	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6a72%22	http://www.urbanui.com/libertyui/pages/forms/wizard.html	www.urbanui.com/libertyui/pages/forms/wizard.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:56	24705/24705	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6081%22	http://www.urbanui.com/libertyui/pages/forms/text_editor.html	www.urbanui.com/libertyui/pages/forms/text_editor.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:57	27424/27424	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6b20%22	http://www.urbanui.com/libertyui/pages/forms/code_editor.html	www.urbanui.com/libertyui/pages/forms/code_editor.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:58	23167/23167	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5a7f%22	http://www.urbanui.com/libertyui/pages/charts/chartjs.html	www.urbanui.com/libertyui/pages/charts/chartjs.html	(from http://www.urbanui.com/libertyui/index.html)
00:23:59	22398/22398	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-577e%22	http://www.urbanui.com/libertyui/pages/charts/morris.html	www.urbanui.com/libertyui/pages/charts/morris.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:00	23641/23641	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5c59%22	http://www.urbanui.com/libertyui/pages/charts/flot-chart.html	www.urbanui.com/libertyui/pages/charts/flot-chart.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:01	23753/23753	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5cc9%22	http://www.urbanui.com/libertyui/pages/charts/google-charts.html	www.urbanui.com/libertyui/pages/charts/google-charts.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:02	22739/22739	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-58d3%22	http://www.urbanui.com/libertyui/pages/charts/sparkline.html	www.urbanui.com/libertyui/pages/charts/sparkline.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:03	23058/23058	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5a12%22	http://www.urbanui.com/libertyui/pages/charts/c3.html	www.urbanui.com/libertyui/pages/charts/c3.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:05	23342/23342	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5b2e%22	http://www.urbanui.com/libertyui/pages/charts/chartist.html	www.urbanui.com/libertyui/pages/charts/chartist.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:05	23866/23866	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5d3a%22	http://www.urbanui.com/libertyui/pages/charts/justGage.html	www.urbanui.com/libertyui/pages/charts/justGage.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:06	22628/22628	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5864%22	http://www.urbanui.com/libertyui/pages/maps/mapeal.html	www.urbanui.com/libertyui/pages/maps/mapeal.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:07	21399/21399	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5397%22	http://www.urbanui.com/libertyui/pages/maps/vector-map.html	www.urbanui.com/libertyui/pages/maps/vector-map.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:08	24850/24850	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6112%22	http://www.urbanui.com/libertyui/pages/maps/google-maps.html	www.urbanui.com/libertyui/pages/maps/google-maps.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:09	37010/37010	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-9092%22	http://www.urbanui.com/libertyui/pages/apps/email.html	www.urbanui.com/libertyui/pages/apps/email.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:10	26196/26196	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-6654%22	http://www.urbanui.com/libertyui/pages/apps/calendar.html	www.urbanui.com/libertyui/pages/apps/calendar.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:11	23662/23662	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-5c6e%22	http://www.urbanui.com/libertyui/pages/apps/todo.html	www.urbanui.com/libertyui/pages/apps/todo.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:12	26127/26127	---MCZ	200	added ('OK')	text/html	etag:W/%225cd00936-660f%22	http://www.urbanui.com/libertyui/pages/apps/gallery.html	www.urbanui.com/libertyui/pages/apps/gallery.html	(from http://www.urbanui.com/libertyui/index.html)
00:24:13	13220/13220	---M--	200	added ('OK')	image/jpeg	etag:%225af55626-33a4%22	http://www.urbanui.com/libertyui/images/faces/face5.jpg	www.urbanui.com/libertyui/images/faces/face5.jpg	(from http://www.urbanui.com/libertyui/index.html)
00:24:15	15479/15479	---M--	200	added ('OK')	image/jpeg	etag:%225af55626-3c77%22	http://www.urbanui.com/libertyui/images/faces/face2.jpg	www.urbanui.com/libertyui/images/faces/face2.jpg	(from http://www.urbanui.com/libertyui/index.html)
00:24:16	11728/11728	---M--	200	added ('OK')	image/jpeg	etag:%225af55626-2dd0%22	http://www.urbanui.com/libertyui/images/faces/face3.jpg	www.urbanui.com/libertyui/images/faces/face3.jpg	(from http://www.urbanui.com/libertyui/index.html)
00:24:22	1489/1489	---MCZ	200	added ('OK')	application/javascript	etag:W/%225af55626-5d1%22	http://www.urbanui.com/libertyui/js/template.js	www.urbanui.com/libertyui/js/template.js	(from http://www.urbanui.com/libertyui/index.html)
00:24:22	174560/174560	---MCZ	200	added ('OK')	application/javascript	etag:W/%225af55627-2a9e0%22	http://www.urbanui.com/libertyui/vendors/js/vendor.bundle.base.js	www.urbanui.com/libertyui/vendors/js/vendor.bundle.base.js	(from http://www.urbanui.com/libertyui/index.html)
00:24:22	3825/3825	---MCZ	200	added ('OK')	application/javascript	etag:W/%225af55626-ef1%22	http://www.urbanui.com/libertyui/js/dashboard.js	www.urbanui.com/libertyui/js/dashboard.js	(from http://www.urbanui.com/libertyui/index.html)
00:24:54	148792/148792	---MC-	200	added ('OK')	application/font-woff	etag:%2224538-56bea09d462b7%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfont.woff?v=2.1.19	www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfontb675.woff	(from http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css)
00:25:12	303160/303160	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224a038-56bea09d3f557%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfont.eot?v=2.1.19	www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfontb675.eot	(from http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css)
00:25:24	303160/303160	---MC-	200	added ('OK')	application/vnd.ms-fontobject	etag:%224a038-56bea09d3f557%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfont.eot?	www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfontd41d.eot	(from http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css)
00:25:38	2299872/2299872	---M--	200	added ('OK')	image/svg+xml	etag:%225af55626-2317e0%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfont.svg?v=2.1.19	www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfontb675.svg	(from http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css)
00:25:38	18980/18980	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:25:24%20GMT	http://www.urbanui.com/libertyui/vendors/fonts/dropify.eot	www.urbanui.com/libertyui/vendors/fonts/dropify.57.delayed	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:44	18980/18980	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:25:41%20GMT	http://www.urbanui.com/libertyui/vendors/fonts/dropify.ttf	www.urbanui.com/libertyui/vendors/fonts/dropify.59.delayed	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:48	18980/18980	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:25:44%20GMT	http://www.urbanui.com/libertyui/vendors/fonts/dropify.svg	www.urbanui.com/libertyui/vendors/fonts/dropify.svg	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:50	1233/1233	---M--	200	added ('OK')	image/png	etag:%225af55627-4d1%22	http://www.urbanui.com/libertyui/vendors/images/transparent.png	www.urbanui.com/libertyui/vendors/images/transparent.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:55	14976/14976	---M--	200	added ('OK')	image/png	etag:%225af55627-3a80%22	http://www.urbanui.com/libertyui/vendors/images/saturation.png	www.urbanui.com/libertyui/vendors/images/saturation.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:55	1805/1805	---M--	200	added ('OK')	image/png	etag:%225af55627-70d%22	http://www.urbanui.com/libertyui/vendors/images/hue.png	www.urbanui.com/libertyui/vendors/images/hue.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:25:56	302940/302940	---M--	200	added ('OK')	application/font-sfnt	etag:%2249f5c-56bea09d462b7%22	http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfont.ttf?v=2.1.19	www.urbanui.com/libertyui/vendors/iconfonts/mdi/fonts/materialdesignicons-webfontb675.ttf	(from http://www.urbanui.com/libertyui/vendors/iconfonts/mdi/css/materialdesignicons.min.css)
00:25:56	3158/3158	---M--	200	added ('OK')	image/png	etag:%225af55627-c56%22	http://www.urbanui.com/libertyui/vendors/images/alpha.png	www.urbanui.com/libertyui/vendors/images/alpha.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:00	18972/18972	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:25:56%20GMT	http://www.urbanui.com/libertyui/vendors/img/loading.gif	www.urbanui.com/libertyui/vendors/img/loading.gif	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:02	18964/18964	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:01%20GMT	http://www.urbanui.com/libertyui/vendors/img/clear.png	www.urbanui.com/libertyui/vendors/img/clear.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:04	18993/18993	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:02%20GMT	http://www.urbanui.com/libertyui/vendors/css/minimal/_all.css	www.urbanui.com/libertyui/vendors/css/minimal/_all.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:06	18989/18989	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:04%20GMT	http://www.urbanui.com/libertyui/vendors/css/square/_all.css	www.urbanui.com/libertyui/vendors/css/square/_all.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:08	18981/18981	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:06%20GMT	http://www.urbanui.com/libertyui/vendors/css/flat/_all.css	www.urbanui.com/libertyui/vendors/css/flat/_all.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:10	18981/18981	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:08%20GMT	http://www.urbanui.com/libertyui/vendors/css/line/_all.css	www.urbanui.com/libertyui/vendors/css/line/_all.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:12	19005/19005	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:10%20GMT	http://www.urbanui.com/libertyui/vendors/css/polaris/polaris.css	www.urbanui.com/libertyui/vendors/css/polaris/polaris.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:16	19013/19013	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:12%20GMT	http://www.urbanui.com/libertyui/vendors/css/futurico/futurico.css	www.urbanui.com/libertyui/vendors/css/futurico/futurico.css	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:18	19000/19000	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:16%20GMT	http://www.urbanui.com/libertyui/vendors/css/owl.video.play.png	www.urbanui.com/libertyui/vendors/css/owl.video.play.png	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:22	19061/19061	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:18%20GMT	http://www.urbanui.com/libertyui/vendors/css/font/context-menu-icons.eot?2wp27	www.urbanui.com/libertyui/vendors/css/font/context-menu-icons78f9.eot	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:24	19069/19069	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:22%20GMT	http://www.urbanui.com/libertyui/vendors/css/font/context-menu-icons.woff2?2wp27	www.urbanui.com/libertyui/vendors/css/font/context-menu-icons78f9.woff2	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
00:26:26	19065/19065	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202019%2017:26:24%20GMT	http://www.urbanui.com/libertyui/vendors/css/font/context-menu-icons.woff?2wp27	www.urbanui.com/libertyui/vendors/css/font/context-menu-icons78f9.woff	(from http://www.urbanui.com/libertyui/vendors/css/vendor.bundle.addons.css)
